"Data";"Hora (UTC)";"Temp. [Hora] (C)";"Umi. (%)";"Pressao (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Nebulosidade (Decimos)";"Insolacao (h)";"Temp. Max. [Diaria] (h)";"Temp. Min. [Diaria] (h)";"Chuva [Diaria] (mm)"
"30/06/2025";"2100";"";"";"";"";"";"";"";"";"";""
"01/07/2025";"0000";"16,3";"84,0";"937,9";"4,6";"190,0";"10,0";"";"15,5";"";""
"01/07/2025";"0300";"";"";"";"";"";"";"";"";"";""
"01/07/2025";"0600";"15,7";"88,0";"937,0";"1,5";"140,0";"10,0";"";"";"";""
"01/07/2025";"0900";"";"";"";"";"";"";"";"";"";""
"01/07/2025";"1200";"14,7";"90,0";"939,6";"3,1";"170,0";"10,0";"";"";"15,4";"0,0"
"01/07/2025";"1500";"";"";"";"";"";"";"";"";"";""
"01/07/2025";"1800";"14,5";"82,0";"938,8";"3,6";"170,0";"10,0";"";"";"";""
"01/07/2025";"2100";"";"";"";"";"";"";"";"";"";""
"02/07/2025";"0000";"12,7";"87,0";"940,6";"2,1";"160,0";"10,0";"";"13,1";"";""
"02/07/2025";"0300";"";"";"";"";"";"";"";"";"";""
"02/07/2025";"0600";"12,2";"86,0";"940,0";"1,5";"150,0";"10,0";"";"";"";""
"02/07/2025";"0900";"";"";"";"";"";"";"";"";"";""
"02/07/2025";"1200";"12,0";"84,0";"941,8";"3,1";"150,0";"10,0";"";"";"11,4";"0,0"
"02/07/2025";"1500";"";"";"";"";"";"";"";"";"";""
"02/07/2025";"1800";"12,4";"82,0";"940,7";"4,1";"170,0";"10,0";"";"";"";""
"02/07/2025";"2100";"";"";"";"";"";"";"";"";"";""
"03/07/2025";"0000";"11,6";"88,0";"942,4";"3,1";"140,0";"10,0";"";"13,4";"";""
"03/07/2025";"0300";"";"";"";"";"";"";"";"";"";""
"03/07/2025";"0600";"11,9";"88,0";"941,1";"2,1";"140,0";"10,0";"";"";"";""
"03/07/2025";"0900";"";"";"";"";"";"";"";"";"";""
"03/07/2025";"1200";"12,5";"90,0";"942,3";"1,5";"140,0";"10,0";"";"";"11,6";"0,1"
"03/07/2025";"1500";"";"";"";"";"";"";"";"";"";""
"03/07/2025";"1800";"13,2";"90,0";"940,0";"1,5";"180,0";"10,0";"";"";"";""
"03/07/2025";"2100";"";"";"";"";"";"";"";"";"";""
"04/07/2025";"0000";"12,7";"91,0";"941,3";"1,5";"150,0";"10,0";"";"18,5";"";""
"04/07/2025";"0300";"";"";"";"";"";"";"";"";"";""
"04/07/2025";"0600";"12,6";"91,0";"939,8";"2,1";"150,0";"10,0";"";"";"";""
"04/07/2025";"0900";"";"";"";"";"";"";"";"";"";""
"04/07/2025";"1200";"13,3";"86,0";"941,6";"2,6";"100,0";"8,8";"";"";"12,3";"2,0"
"04/07/2025";"1500";"";"";"";"";"";"";"";"";"";""
"04/07/2025";"1800";"18,5";"58,0";"938,8";"4,1";"60,0";"6,3";"";"";"";""
"04/07/2025";"2100";"";"";"";"";"";"";"";"";"";""
"05/07/2025";"0000";"13,7";"85,0";"940,5";"2,6";"130,0";"6,3";"";"21,8";"";""
"05/07/2025";"0300";"";"";"";"";"";"";"";"";"";""
"05/07/2025";"0600";"11,4";"91,0";"938,9";"1,0";"110,0";"6,3";"";"";"";""
"05/07/2025";"0900";"";"";"";"";"";"";"";"";"";""
"05/07/2025";"1200";"12,7";"87,0";"940,2";"5,7";"70,0";"6,3";"";"";"9,8";"0,0"
"05/07/2025";"1500";"";"";"";"";"";"";"";"";"";""
"05/07/2025";"1800";"21,8";"41,0";"936,1";"1,5";"280,0";"7,5";"";"";"";""
"05/07/2025";"2100";"";"";"";"";"";"";"";"";"";""
"06/07/2025";"0000";"14,3";"87,0";"937,7";"1,5";"180,0";"10,0";"";"19,7";"";""
"06/07/2025";"0300";"";"";"";"";"";"";"";"";"";""
"06/07/2025";"0600";"12,3";"95,0";"936,6";"0,0";"0,0";"8,8";"";"";"";""
"06/07/2025";"0900";"";"";"";"";"";"";"";"";"";""
"06/07/2025";"1200";"13,3";"85,0";"938,2";"1,0";"170,0";"10,0";"";"";"11,4";"0,0"
"06/07/2025";"1500";"";"";"";"";"";"";"";"";"";""
"06/07/2025";"1800";"19,5";"55,0";"936,1";"2,1";"190,0";"6,3";"";"";"";""
"06/07/2025";"2100";"";"";"";"";"";"";"";"";"";""
"07/07/2025";"0000";"12,3";"85,0";"938,6";"1,0";"110,0";"6,3";"";"20,5";"";""
"07/07/2025";"0300";"";"";"";"";"";"";"";"";"";""
"07/07/2025";"0600";"9,2";"97,0";"938,4";"1,0";"180,0";"8,8";"";"";"";""
"07/07/2025";"0900";"";"";"";"";"";"";"";"";"";""
"07/07/2025";"1200";"12,8";"89,0";"939,8";"3,1";"70,0";"3,8";"";"";"9,2";"0,0"
"07/07/2025";"1500";"";"";"";"";"";"";"";"";"";""
"07/07/2025";"1800";"20,5";"56,0";"936,6";"1,5";"70,0";"1,3";"";"";"";""
"07/07/2025";"2100";"";"";"";"";"";"";"";"";"";""
"08/07/2025";"0000";"14,8";"85,0";"938,8";"2,6";"120,0";"10,0";"";"23,4";"";""
"08/07/2025";"0300";"";"";"";"";"";"";"";"";"";""
"08/07/2025";"0600";"13,5";"89,0";"937,1";"2,6";"70,0";"10,0";"";"";"";""
"08/07/2025";"0900";"";"";"";"";"";"";"";"";"";""
"08/07/2025";"1200";"13,8";"85,0";"938,4";"2,6";"50,0";"7,5";"";"";"13,2";"0,0"
"08/07/2025";"1500";"";"";"";"";"";"";"";"";"";""
"08/07/2025";"1800";"23,4";"43,0";"934,8";"6,2";"290,0";"1,3";"";"";"";""
"08/07/2025";"2100";"";"";"";"";"";"";"";"";"";""
"09/07/2025";"0000";"14,6";"89,0";"937,8";"1,5";"140,0";"2,5";"";"18,9";"";""
"09/07/2025";"0300";"";"";"";"";"";"";"";"";"";""
"09/07/2025";"0600";"10,3";"92,0";"937,9";"1,0";"130,0";"6,3";"";"";"";""
"09/07/2025";"0900";"";"";"";"";"";"";"";"";"";""
"09/07/2025";"1200";"12,9";"86,0";"940,7";"1,0";"70,0";"8,8";"";"";"9,0";"0,0"
"09/07/2025";"1500";"";"";"";"";"";"";"";"";"";""
"09/07/2025";"1800";"18,9";"56,0";"938,3";"3,6";"140,0";"6,3";"";"";"";""
"09/07/2025";"2100";"";"";"";"";"";"";"";"";"";""
"10/07/2025";"0000";"13,6";"85,0";"941,1";"1,5";"90,0";"6,3";"";"21,5";"";""
"10/07/2025";"0300";"";"";"";"";"";"";"";"";"";""
"10/07/2025";"0600";"13,3";"91,0";"940,1";"3,1";"70,0";"10,0";"";"";"";""
"10/07/2025";"0900";"";"";"";"";"";"";"";"";"";""
"10/07/2025";"1200";"14,5";"85,0";"941,9";"5,7";"70,0";"7,5";"";"";"13,1";"0,0"
"10/07/2025";"1500";"";"";"";"";"";"";"";"";"";""
"10/07/2025";"1800";"21,5";"48,0";"938,4";"3,6";"80,0";"1,3";"";"";"";""
"10/07/2025";"2100";"";"";"";"";"";"";"";"";"";""
"11/07/2025";"0000";"15,0";"85,0";"941,2";"1,5";"130,0";"6,3";"";"22,3";"";""
"11/07/2025";"0300";"";"";"";"";"";"";"";"";"";""
"11/07/2025";"0600";"12,6";"93,0";"939,8";"2,6";"80,0";"6,3";"";"";"";""
"11/07/2025";"0900";"";"";"";"";"";"";"";"";"";""
"11/07/2025";"1200";"14,9";"87,0";"941,9";"6,2";"70,0";"8,8";"";"";"12,4";"0,0"
"11/07/2025";"1500";"";"";"";"";"";"";"";"";"";""
"11/07/2025";"1800";"22,1";"47,0";"938,4";"2,1";"70,0";"6,3";"";"";"";""
"11/07/2025";"2100";"";"";"";"";"";"";"";"";"";""
"12/07/2025";"0000";"16,9";"85,0";"940,6";"1,5";"160,0";"10,0";"";"22,4";"";""
"12/07/2025";"0300";"";"";"";"";"";"";"";"";"";""
"12/07/2025";"0600";"15,7";"86,0";"939,2";"2,1";"90,0";"10,0";"";"";"";""
"12/07/2025";"0900";"";"";"";"";"";"";"";"";"";""
"12/07/2025";"1200";"16,8";"82,0";"940,8";"3,6";"80,0";"8,8";"";"";"14,8";"0,0"
"12/07/2025";"1500";"";"";"";"";"";"";"";"";"";""
"12/07/2025";"1800";"22,4";"47,0";"938,2";"4,1";"90,0";"8,8";"";"";"";""
"12/07/2025";"2100";"";"";"";"";"";"";"";"";"";""
"13/07/2025";"0000";"16,4";"81,0";"939,8";"3,1";"120,0";"7,5";"";"22,3";"";""
"13/07/2025";"0300";"";"";"";"";"";"";"";"";"";""
"13/07/2025";"0600";"15,4";"75,0";"939,4";"2,1";"80,0";"8,8";"";"";"";""
"13/07/2025";"0900";"";"";"";"";"";"";"";"";"";""
"13/07/2025";"1200";"15,6";"77,0";"940,9";"5,7";"60,0";"6,3";"";"";"14,7";"0,0"
"13/07/2025";"1500";"";"";"";"";"";"";"";"";"";""
"13/07/2025";"1800";"22,1";"40,0";"938,2";"4,1";"90,0";"3,8";"";"";"";""
"13/07/2025";"2100";"";"";"";"";"";"";"";"";"";""
"14/07/2025";"0000";"15,0";"77,0";"939,6";"1,5";"110,0";"2,5";"";"21,4";"";""
"14/07/2025";"0300";"";"";"";"";"";"";"";"";"";""
"14/07/2025";"0600";"12,2";"85,0";"939,4";"1,0";"70,0";"7,5";"";"";"";""
"14/07/2025";"0900";"";"";"";"";"";"";"";"";"";""
"14/07/2025";"1200";"12,3";"92,0";"940,4";"3,1";"60,0";"10,0";"";"";"10,0";"0,0"
"14/07/2025";"1500";"";"";"";"";"";"";"";"";"";""
"14/07/2025";"1800";"21,4";"42,0";"937,7";"1,5";"170,0";"0,0";"";"";"";""
"14/07/2025";"2100";"";"";"";"";"";"";"";"";"";""
"15/07/2025";"0000";"13,0";"89,0";"939,2";"1,0";"180,0";"0,0";"";"22,6";"";""
"15/07/2025";"0300";"";"";"";"";"";"";"";"";"";""
"15/07/2025";"0600";"9,2";"94,0";"937,7";"1,0";"100,0";"0,0";"";"";"";""
"15/07/2025";"0900";"";"";"";"";"";"";"";"";"";""
"15/07/2025";"1200";"10,2";"99,0";"939,0";"2,1";"50,0";"10,0";"";"";"7,8";"0,0"
"15/07/2025";"1500";"";"";"";"";"";"";"";"";"";""
"15/07/2025";"1800";"22,2";"32,0";"936,0";"2,1";"140,0";"0,0";"";"";"";""
"15/07/2025";"2100";"";"";"";"";"";"";"";"";"";""
"16/07/2025";"0000";"12,5";"82,0";"936,5";"0,0";"0,0";"0,0";"";"23,4";"";""
"16/07/2025";"0300";"";"";"";"";"";"";"";"";"";""
"16/07/2025";"0600";"8,2";"92,0";"935,7";"1,0";"90,0";"0,0";"";"";"";""
"16/07/2025";"0900";"";"";"";"";"";"";"";"";"";""
"16/07/2025";"1200";"13,5";"73,0";"937,4";"4,1";"60,0";"0,0";"";"";"6,9";"0,0"
"16/07/2025";"1500";"";"";"";"";"";"";"";"";"";""
"16/07/2025";"1800";"22,8";"26,0";"935,1";"1,5";"220,0";"0,0";"";"";"";""
"16/07/2025";"2100";"";"";"";"";"";"";"";"";"";""
"17/07/2025";"0000";"12,3";"73,0";"936,4";"1,5";"60,0";"0,0";"";"24,8";"";""
"17/07/2025";"0300";"";"";"";"";"";"";"";"";"";""
"17/07/2025";"0600";"";"";"";"";"";"";"";"";"";""
"17/07/2025";"0900";"";"";"";"";"";"";"";"";"";""
"17/07/2025";"1200";"";"";"";"";"";"";"";"";"";""
"17/07/2025";"1500";"";"";"";"";"";"";"";"";"";""
"17/07/2025";"1800";"";"";"";"";"";"";"";"";"";""
"17/07/2025";"2100";"";"";"";"";"";"";"";"";"";""
"18/07/2025";"0000";"14,4";"74,0";"933,1";"1,0";"120,0";"6,3";"";"25,4";"";""
"18/07/2025";"0300";"";"";"";"";"";"";"";"";"";""
"18/07/2025";"0600";"11,3";"88,0";"931,6";"0,5";"130,0";"0,0";"";"";"";""
"18/07/2025";"0900";"";"";"";"";"";"";"";"";"";""
"18/07/2025";"1200";"20,1";"49,0";"933,1";"2,6";"320,0";"6,3";"";"";"9,6";"0,0"
"18/07/2025";"1500";"";"";"";"";"";"";"";"";"";""
"18/07/2025";"1800";"24,7";"40,0";"930,9";"7,2";"290,0";"7,5";"";"";"";""
"18/07/2025";"2100";"";"";"";"";"";"";"";"";"";""
"19/07/2025";"0000";"13,7";"85,0";"935,5";"0,0";"0,0";"3,8";"";"21,1";"";""
"19/07/2025";"0300";"";"";"";"";"";"";"";"";"";""
"19/07/2025";"0600";"9,4";"94,0";"935,9";"1,0";"80,0";"0,0";"";"";"";""
"19/07/2025";"0900";"";"";"";"";"";"";"";"";"";""
"19/07/2025";"1200";"13,3";"73,0";"937,9";"2,1";"60,0";"0,0";"";"";"7,8";"0,0"
"19/07/2025";"1500";"";"";"";"";"";"";"";"";"";""
"19/07/2025";"1800";"21,1";"37,0";"935,2";"0,0";"0,0";"0,0";"";"";"";""
"19/07/2025";"2100";"";"";"";"";"";"";"";"";"";""
"20/07/2025";"0000";"13,4";"84,0";"937,5";"2,1";"110,0";"10,0";"";"19,6";"";""
"20/07/2025";"0300";"";"";"";"";"";"";"";"";"";""
"20/07/2025";"0600";"12,6";"83,0";"936,5";"2,6";"70,0";"10,0";"";"";"";""
"20/07/2025";"0900";"";"";"";"";"";"";"";"";"";""
"20/07/2025";"1200";"13,2";"83,0";"938,2";"4,1";"60,0";"10,0";"";"";"12,1";"0,0"
"20/07/2025";"1500";"";"";"";"";"";"";"";"";"";""
"20/07/2025";"1800";"18,8";"61,0";"934,8";"3,1";"50,0";"8,8";"";"";"";""
"20/07/2025";"2100";"";"";"";"";"";"";"";"";"";""
"21/07/2025";"0000";"14,6";"88,0";"936,1";"2,1";"150,0";"10,0";"";"23,4";"";""
"21/07/2025";"0300";"";"";"";"";"";"";"";"";"";""
"21/07/2025";"0600";"14,1";"88,0";"934,6";"3,6";"50,0";"10,0";"";"";"";""
"21/07/2025";"0900";"";"";"";"";"";"";"";"";"";""
"21/07/2025";"1200";"13,7";"91,0";"935,6";"3,6";"70,0";"10,0";"";"";"13,4";"0,0"
"21/07/2025";"1500";"";"";"";"";"";"";"";"";"";""
"21/07/2025";"1800";"23,0";"54,0";"931,8";"2,1";"120,0";"1,3";"";"";"";""
"21/07/2025";"2100";"";"";"";"";"";"";"";"";"";""
"22/07/2025";"0000";"14,2";"90,0";"933,3";"1,0";"140,0";"0,0";"";"26,6";"";""
"22/07/2025";"0300";"";"";"";"";"";"";"";"";"";""
"22/07/2025";"0600";"13,4";"99,0";"932,4";"1,5";"60,0";"10,0";"";"";"";""
"22/07/2025";"0900";"";"";"";"";"";"";"";"";"";""
"22/07/2025";"1200";"13,4";"100,0";"934,0";"2,6";"70,0";"10,0";"";"";"12,3";"0,0"
"22/07/2025";"1500";"";"";"";"";"";"";"";"";"";""
"22/07/2025";"1800";"26,6";"36,0";"931,5";"6,2";"310,0";"2,5";"";"";"";""
"22/07/2025";"2100";"";"";"";"";"";"";"";"";"";""
"23/07/2025";"0000";"16,0";"82,0";"934,8";"0,0";"0,0";"0,0";"";"21,5";"";""
"23/07/2025";"0300";"";"";"";"";"";"";"";"";"";""
"23/07/2025";"0600";"11,3";"92,0";"934,4";"1,5";"70,0";"0,0";"";"";"";""
"23/07/2025";"0900";"";"";"";"";"";"";"";"";"";""
"23/07/2025";"1200";"16,3";"71,0";"937,2";"1,0";"300,0";"0,0";"";"";"10,0";"0,0"
"23/07/2025";"1500";"";"";"";"";"";"";"";"";"";""
"23/07/2025";"1800";"20,8";"46,0";"935,9";"3,6";"170,0";"0,0";"";"";"";""
"23/07/2025";"2100";"";"";"";"";"";"";"";"";"";""
"24/07/2025";"0000";"13,1";"83,0";"937,3";"1,0";"90,0";"0,0";"";"20,9";"";""
"24/07/2025";"0300";"";"";"";"";"";"";"";"";"";""
"24/07/2025";"0600";"11,5";"92,0";"936,8";"1,5";"60,0";"6,3";"";"";"";""
"24/07/2025";"0900";"";"";"";"";"";"";"";"";"";""
"24/07/2025";"1200";"13,8";"87,0";"938,2";"4,1";"70,0";"7,5";"";"";"10,3";"0,0"
"24/07/2025";"1500";"";"";"";"";"";"";"";"";"";""
"24/07/2025";"1800";"20,9";"53,0";"934,2";"4,1";"90,0";"3,8";"";"";"";""
"24/07/2025";"2100";"";"";"";"";"";"";"";"";"";""
"25/07/2025";"0000";"15,8";"82,0";"935,8";"2,1";"130,0";"7,5";"";"17,3";"";""
"25/07/2025";"0300";"";"";"";"";"";"";"";"";"";""
"25/07/2025";"0600";"14,3";"90,0";"934,2";"4,1";"50,0";"5,0";"";"";"";""
"25/07/2025";"0900";"";"";"";"";"";"";"";"";"";""
"25/07/2025";"1200";"15,9";"85,0";"935,1";"2,1";"130,0";"10,0";"";"";"14,3";"0,0"
"25/07/2025";"1500";"";"";"";"";"";"";"";"";"";""
"25/07/2025";"1800";"16,6";"93,0";"933,4";"2,1";"70,0";"10,0";"";"";"";""
"25/07/2025";"2100";"";"";"";"";"";"";"";"";"";""
"26/07/2025";"0000";"14,2";"96,0";"934,3";"1,0";"90,0";"10,0";"";"23,3";"";""
"26/07/2025";"0300";"";"";"";"";"";"";"";"";"";""
"26/07/2025";"0600";"14,2";"93,0";"933,9";"3,1";"70,0";"10,0";"";"";"";""
"26/07/2025";"0900";"";"";"";"";"";"";"";"";"";""
"26/07/2025";"1200";"14,0";"91,0";"935,9";"5,1";"60,0";"10,0";"";"";"12,7";"3,0"
"26/07/2025";"1500";"";"";"";"";"";"";"";"";"";""
"26/07/2025";"1800";"22,8";"54,0";"933,1";"3,6";"70,0";"0,0";"";"";"";""
"26/07/2025";"2100";"";"";"";"";"";"";"";"";"";""
"27/07/2025";"0000";"14,3";"90,0";"933,7";"2,6";"70,0";"0,0";"";"28,9";"";""
"27/07/2025";"0300";"";"";"";"";"";"";"";"";"";""
"27/07/2025";"0600";"12,9";"96,0";"932,9";"2,6";"80,0";"0,0";"";"";"";""
"27/07/2025";"0900";"";"";"";"";"";"";"";"";"";""
"27/07/2025";"1200";"13,6";"99,0";"934,0";"3,1";"70,0";"6,3";"";"";"12,3";"0,0"
"27/07/2025";"1500";"";"";"";"";"";"";"";"";"";""
"27/07/2025";"1800";"28,9";"30,0";"929,2";"4,1";"330,0";"0,0";"";"";"";""
"27/07/2025";"2100";"";"";"";"";"";"";"";"";"";""
"28/07/2025";"0000";"21,2";"60,0";"928,8";"4,6";"60,0";"0,0";"";"22,5";"";""
"28/07/2025";"0300";"";"";"";"";"";"";"";"";"";""
"28/07/2025";"0600";"23,4";"46,0";"927,9";"6,7";"360,0";"8,8";"";"";"";""
"28/07/2025";"0900";"";"";"";"";"";"";"";"";"";""
"28/07/2025";"1200";"18,2";"72,0";"930,4";"6,7";"320,0";"6,3";"";"";"15,6";"6,0"
"28/07/2025";"1500";"";"";"";"";"";"";"";"";"";""
"28/07/2025";"1800";"21,6";"62,0";"927,9";"8,7";"320,0";"7,5";"";"";"";""
"28/07/2025";"2100";"";"";"";"";"";"";"";"";"";""
"29/07/2025";"0000";"18,9";"75,0";"931,1";"5,1";"280,0";"7,5";"";"20,4";"";""
"29/07/2025";"0300";"";"";"";"";"";"";"";"";"";""
"29/07/2025";"0600";"15,8";"75,0";"931,8";"5,1";"270,0";"6,3";"";"";"";""
"29/07/2025";"0900";"";"";"";"";"";"";"";"";"";""
"29/07/2025";"1200";"13,7";"63,0";"934,3";"1,5";"250,0";"0,0";"";"";"13,1";"0,0"
"29/07/2025";"1500";"";"";"";"";"";"";"";"";"";""
"29/07/2025";"1800";"19,9";"26,0";"932,3";"3,6";"220,0";"0,0";"";"";"";""
"29/07/2025";"2100";"";"";"";"";"";"";"";"";"";""
"30/07/2025";"0000";"9,8";"80,0";"936,0";"0,5";"130,0";"0,0";"";"16,3";"";""
"30/07/2025";"0300";"";"";"";"";"";"";"";"";"";""
"30/07/2025";"0600";"5,8";"91,0";"935,9";"1,0";"90,0";"0,0";"";"";"";""
"30/07/2025";"0900";"";"";"";"";"";"";"";"";"";""
"30/07/2025";"1200";"10,7";"79,0";"937,8";"2,1";"70,0";"1,3";"";"";"";"0,0"
"30/07/2025";"1500";"";"";"";"";"";"";"";"";"";""
"30/07/2025";"1800";"16,3";"52,0";"936,4";"3,1";"100,0";"0,0";"";"";"";""
"30/07/2025";"2100";"";"";"";"";"";"";"";"";"";""
"31/07/2025";"0000";"9,5";"83,0";"938,6";"1,5";"140,0";"1,3";"";"19,6";"";""
"31/07/2025";"0300";"";"";"";"";"";"";"";"";"";""
"31/07/2025";"0600";"8,7";"91,0";"938,6";"2,6";"120,0";"6,3";"";"";"";""
"31/07/2025";"0900";"";"";"";"";"";"";"";"";"";""
"31/07/2025";"1200";"10,2";"84,0";"940,8";"5,7";"60,0";"6,3";"";"";"6,0";"0,0"
"31/07/2025";"1500";"";"";"";"";"";"";"";"";"";""
"31/07/2025";"1800";"19,6";"47,0";"938,0";"5,1";"60,0";"0,0";"";"";"";""
"31/07/2025";"2100";"";"";"";"";"";"";"";"";"";""
"01/08/2025";"0000";"12,9";"87,0";"940,3";"2,6";"120,0";"7,5";"";"21,9";"";""
"01/08/2025";"0300";"";"";"";"";"";"";"";"";"";""
"01/08/2025";"0600";"10,5";"94,0";"940,0";"4,1";"70,0";"5,0";"";"";"";""
"01/08/2025";"0900";"";"";"";"";"";"";"";"";"";""
"01/08/2025";"1200";"11,8";"87,0";"941,2";"6,2";"70,0";"10,0";"";"";"";"0,0"
"01/08/2025";"1500";"";"";"";"";"";"";"";"";"";""
"01/08/2025";"1800";"21,9";"45,0";"936,9";"5,1";"50,0";"0,0";"";"";"";""
"01/08/2025";"2100";"";"";"";"";"";"";"";"";"";""
"02/08/2025";"0000";"12,1";"88,0";"938,4";"0,0";"0,0";"0,0";"";"26,0";"";""
"02/08/2025";"0300";"";"";"";"";"";"";"";"";"";""
"02/08/2025";"0600";"11,6";"90,0";"937,4";"4,1";"80,0";"0,0";"";"";"";""
"02/08/2025";"0900";"";"";"";"";"";"";"";"";"";""
"02/08/2025";"1200";"12,5";"94,0";"939,7";"3,6";"60,0";"5,0";"";"";"";"0,0"
"02/08/2025";"1500";"";"";"";"";"";"";"";"";"";""
"02/08/2025";"1800";"25,9";"33,0";"936,0";"2,6";"30,0";"7,5";"";"";"";""
"02/08/2025";"2100";"";"";"";"";"";"";"";"";"";""
"03/08/2025";"0000";"15,2";"77,0";"936,8";"2,1";"80,0";"8,8";"";"26,7";"";""
"03/08/2025";"0300";"";"";"";"";"";"";"";"";"";""
"03/08/2025";"0600";"10,4";"86,0";"935,1";"1,5";"90,0";"8,8";"";"";"";""
"03/08/2025";"0900";"";"";"";"";"";"";"";"";"";""
"03/08/2025";"1200";"14,7";"73,0";"936,8";"2,6";"40,0";"5,0";"";"";"";"0,0"
"03/08/2025";"1500";"";"";"";"";"";"";"";"";"";""
"03/08/2025";"1800";"26,2";"23,0";"934,0";"3,1";"310,0";"7,5";"";"";"";""
"03/08/2025";"2100";"";"";"";"";"";"";"";"";"";""
"04/08/2025";"0000";"14,0";"68,0";"936,5";"2,1";"70,0";"7,5";"";"24,2";"";""
"04/08/2025";"0300";"";"";"";"";"";"";"";"";"";""
"04/08/2025";"0600";"9,6";"87,0";"934,8";"1,0";"140,0";"8,8";"";"";"";""
"04/08/2025";"0900";"";"";"";"";"";"";"";"";"";""
"04/08/2025";"1200";"13,3";"77,0";"937,3";"1,0";"70,0";"10,0";"";"";"";"0,0"
"04/08/2025";"1500";"";"";"";"";"";"";"";"";"";""
"04/08/2025";"1800";"23,0";"35,0";"935,2";"1,5";"220,0";"10,0";"";"";"";""
"04/08/2025";"2100";"";"";"";"";"";"";"";"";"";""
"05/08/2025";"0000";"15,3";"83,0";"938,0";"1,5";"170,0";"10,0";"";"19,7";"";""
"05/08/2025";"0300";"";"";"";"";"";"";"";"";"";""
"05/08/2025";"0600";"13,2";"93,0";"936,7";"1,0";"150,0";"8,8";"";"";"";""
"05/08/2025";"0900";"";"";"";"";"";"";"";"";"";""
"05/08/2025";"1200";"15,6";"79,0";"939,1";"2,1";"140,0";"10,0";"";"";"12,6";"0,0"
"05/08/2025";"1500";"";"";"";"";"";"";"";"";"";""
"05/08/2025";"1800";"18,8";"65,0";"937,0";"2,6";"170,0";"10,0";"";"";"";""
"05/08/2025";"2100";"";"";"";"";"";"";"";"";"";""
"06/08/2025";"0000";"16,0";"83,0";"939,1";"2,1";"180,0";"8,8";"";"18,2";"";""
"06/08/2025";"0300";"";"";"";"";"";"";"";"";"";""
"06/08/2025";"0600";"14,2";"84,0";"937,9";"2,6";"180,0";"10,0";"";"";"";""
"06/08/2025";"0900";"";"";"";"";"";"";"";"";"";""
"06/08/2025";"1200";"15,1";"85,0";"938,6";"1,5";"190,0";"8,8";"";"";"12,8";"0,0"
"06/08/2025";"1500";"";"";"";"";"";"";"";"";"";""
"06/08/2025";"1800";"17,7";"78,0";"935,3";"2,6";"160,0";"7,5";"";"";"";""
"06/08/2025";"2100";"";"";"";"";"";"";"";"";"";""
"07/08/2025";"0000";"15,0";"84,0";"936,2";"2,1";"140,0";"10,0";"";"26,0";"";""
"07/08/2025";"0300";"";"";"";"";"";"";"";"";"";""
"07/08/2025";"0600";"14,1";"90,0";"934,3";"1,0";"150,0";"10,0";"";"";"";""
"07/08/2025";"0900";"";"";"";"";"";"";"";"";"";""
"07/08/2025";"1200";"15,2";"83,0";"934,7";"5,7";"60,0";"7,5";"";"";"";""
"07/08/2025";"1500";"";"";"";"";"";"";"";"";"";""
"07/08/2025";"1800";"26,0";"35,0";"930,8";"3,6";"270,0";"7,5";"";"";"";""
"07/08/2025";"2100";"";"";"";"";"";"";"";"";"";""
"08/08/2025";"0000";"16,1";"86,0";"932,3";"1,5";"160,0";"8,8";"";"27,5";"";""
"08/08/2025";"0300";"";"";"";"";"";"";"";"";"";""
"08/08/2025";"0600";"12,9";"94,0";"930,2";"3,1";"70,0";"1,3";"";"";"";""
"08/08/2025";"0900";"";"";"";"";"";"";"";"";"";""
"08/08/2025";"1200";"13,9";"99,0";"930,6";"4,6";"60,0";"7,5";"";"";"12,7";"0,0"
"08/08/2025";"1500";"";"";"";"";"";"";"";"";"";""
"08/08/2025";"1800";"25,3";"38,0";"927,1";"7,7";"260,0";"8,8";"";"";"";""
"08/08/2025";"2100";"";"";"";"";"";"";"";"";"";""
"09/08/2025";"0000";"17,3";"70,0";"930,0";"5,1";"270,0";"7,5";"";"20,5";"";""
"09/08/2025";"0300";"";"";"";"";"";"";"";"";"";""
"09/08/2025";"0600";"13,2";"87,0";"930,1";"4,1";"170,0";"10,0";"";"";"";""
"09/08/2025";"0900";"";"";"";"";"";"";"";"";"";""
"09/08/2025";"1200";"12,5";"85,0";"932,0";"1,5";"110,0";"10,0";"";"";"12,9";"0,0"
"09/08/2025";"1500";"";"";"";"";"";"";"";"";"";""
"09/08/2025";"1800";"20,5";"39,0";"930,0";"8,2";"280,0";"6,3";"";"";"";""
"09/08/2025";"2100";"";"";"";"";"";"";"";"";"";""
"10/08/2025";"0000";"11,7";"76,0";"934,0";"2,6";"200,0";"6,3";"";"";"";""
"10/08/2025";"0300";"";"";"";"";"";"";"";"";"";""
"10/08/2025";"0600";"6,4";"89,0";"934,3";"1,0";"100,0";"8,8";"";"";"";""
"10/08/2025";"0900";"";"";"";"";"";"";"";"";"";""
"10/08/2025";"1200";"11,2";"81,0";"935,7";"2,1";"190,0";"10,0";"";"";"";"0,0"
"10/08/2025";"1500";"";"";"";"";"";"";"";"";"";""
"10/08/2025";"1800";"13,5";"72,0";"934,8";"3,6";"160,0";"10,0";"";"";"";""
"10/08/2025";"2100";"";"";"";"";"";"";"";"";"";""
